0,281,127,43,877
5,285,129,45,873
10,285,127,46,871
15,287,127,46,871
20,288,128,47,872
25,293,128,49,877
30,294,125,50,877
35,297,127,51,877
40,298,127,52,877
45,299,128,53,875
50,303,129,55,872
55,302,127,55,871
60,305,126,56,872
65,309,127,60,878
70,481,128,430,877
75,637,127,658,876
80,703,127,708,875
85,742,124,728,871
90,773,127,740,871
95,796,127,750,874
100,810,126,756,876
105,818,127,761,876
110,820,128,762,876
115,815,125,757,871
120,815,126,756,870
125,813,127,755,874
130,813,126,756,877
135,809,127,751,876
140,802,127,744,876
145,794,127,736,874
150,782,125,729,871
155,779,127,731,870
160,775,126,730,870
165,771,127,729,872
170,770,126,729,874
175,774,127,733,877
180,772,128,731,876
185,770,128,729,876
190,771,128,731,876
195,768,128,728,874
200,765,127,725,871
205,764,127,725,869
210,766,127,727,869
215,764,128,725,871
220,767,129,729,873
225,771,128,733,877
230,769,128,730,877
235,769,129,730,875
240,768,128,730,875
245,766,129,728,873
250,763,127,725,870
255,765,128,727,869
260,765,128,726,869
265,762,128,725,870
270,766,130,730,875
275,769,129,733,877
280,766,130,730,876
285,768,129,732,876
290,766,128,729,872
295,761,130,725,871
300,763,129,728,872
305,768,131,732,878
310,768,130,732,877
315,767,131,731,876
320,766,130,730,876
325,764,129,728,871
330,761,131,726,871
335,760,131,726,872
340,767,130,731,877
345,765,132,729,876
350,764,132,728,876
355,763,132,728,874
360,762,130,727,871
365,760,132,725,871
370,763,132,729,877
375,762,132,728,876
380,762,132,728,876
385,761,132,727,875
390,761,130,727,872
395,759,131,725,871
400,758,132,724,871
405,754,132,720,868
410,756,132,723,870
415,756,129,723,869
420,757,132,723,873
425,760,132,727,872
430,759,132,726,872
435,753,133,720,868
440,754,131,722,867
445,755,132,722,870
450,751,131,720,873
455,735,132,708,872
460,714,131,688,872
465,690,133,664,871
470,664,133,634,868
475,634,132,602,868
480,607,131,568,869
485,583,132,533,874
490,553,132,488,872
495,526,132,443,872
500,497,133,393,870
505,473,132,347,868
510,450,132,301,869
515,431,132,259,874
520,412,132,220,872
525,395,132,186,871
530,378,132,157,868
535,365,131,133,869
540,355,131,114,874
545,344,132,99,873
550,335,132,85,872
555,326,130,76,870
560,315,132,68,868
565,310,132,61,869
570,306,132,57,874
575,301,132,52,873
580,296,132,49,872
585,293,131,45,869
590,284,130,43,868
595,283,131,41,870
600,281,132,39,873
605,278,131,38,873
610,275,130,38,872
615,274,131,37,872
620,270,131,36,873
625,268,129,35,871
630,266,131,35,869
