0,234,32,43,383
5,230,30,42,382
10,232,34,43,383
15,232,31,42,383
20,233,30,43,384
25,236,31,42,384
30,235,31,43,384
35,237,33,44,383
40,238,31,44,384
45,239,31,44,384
50,239,33,45,383
55,240,32,45,383
60,242,32,44,384
65,244,29,45,383
70,243,31,44,384
75,244,33,46,384
80,243,34,45,383
85,245,32,47,382
90,245,32,48,384
95,246,33,49,384
100,247,32,49,383
105,248,34,52,384
110,249,29,54,383
115,251,32,54,383
120,253,31,54,383
125,253,32,54,384
130,255,32,54,384
135,256,33,55,383
140,257,31,56,383
145,258,33,55,383
150,259,32,55,383
155,260,30,55,384
160,260,31,55,384
165,262,33,56,384
170,260,32,55,383
175,261,32,56,382
180,262,32,55,384
185,262,34,56,384
190,263,32,55,385
195,263,33,56,384
200,266,33,55,383
205,265,35,55,384
210,266,32,55,383
215,266,35,55,383
220,265,37,56,383
225,268,32,55,384
230,268,31,56,384
235,267,36,56,384
240,269,33,55,384
245,268,33,54,384
250,268,32,55,384
255,269,37,55,383
260,268,32,55,383
265,270,33,56,383
270,269,33,55,384
275,271,33,55,383
280,271,29,55,384
285,273,35,54,384
290,273,34,55,383
295,273,31,55,383
300,273,35,55,384
305,273,32,54,384
310,273,31,56,385
315,273,30,56,385
320,274,30,54,384
325,273,30,55,383
330,273,35,55,384
335,273,34,55,384
340,273,35,55,384
345,274,34,56,384
350,274,31,55,383
355,275,31,55,383
360,274,34,55,384
365,275,31,55,384
370,275,30,55,384
375,274,33,56,384
380,273,32,55,383
385,274,32,56,382
390,274,35,55,383
395,275,33,55,383
400,275,34,55,384
405,274,30,56,383
410,276,33,55,383
415,275,34,56,385
420,273,37,55,382
425,275,33,56,383
430,278,30,63,384
435,285,33,68,383
440,283,33,70,383
445,284,37,71,384
450,280,33,70,383
455,277,32,67,384
460,275,33,65,383
465,271,34,63,384
470,268,32,60,384
475,264,35,58,383
480,261,34,56,384
485,259,33,53,383
490,256,32,52,384
495,251,32,50,383
500,250,33,49,383
505,248,27,49,383
510,245,34,48,383
515,244,34,46,383
520,242,31,46,383
525,239,37,44,383
530,239,38,44,383
535,238,37,44,384
540,236,38,44,382
545,234,38,43,383
550,234,42,42,384
555,234,32,42,383
560,232,35,42,383
565,229,37,42,382
570,230,35,41,384
575,229,34,40,384
580,228,36,40,384
585,227,32,40,384
590,227,29,40,384
595,226,30,39,384
600,226,31,39,382
