0,232,31,43,383
5,230,30,43,385
10,232,28,43,384
15,233,29,44,384
20,235,28,43,384
25,235,27,44,384
30,237,31,44,384
35,238,28,45,383
40,239,32,45,382
45,240,30,45,382
50,242,27,46,383
55,245,27,45,383
60,244,30,45,384
65,244,31,46,384
70,247,30,45,383
75,246,31,47,383
80,248,29,50,384
85,249,26,53,384
90,250,31,55,383
95,250,31,56,383
100,253,30,59,383
105,255,31,60,383
110,256,28,61,383
115,256,31,60,384
120,257,26,60,384
125,258,32,60,384
130,259,30,59,384
135,260,29,61,384
140,261,29,59,385
145,260,32,60,384
150,262,30,61,384
155,262,32,59,384
160,263,26,60,383
165,262,29,60,383
170,263,35,60,383
175,262,32,59,382
180,263,29,60,383
185,265,30,59,384
190,266,34,60,383
195,266,35,60,384
200,266,30,60,383
205,269,32,61,384
210,268,34,61,383
215,266,32,61,383
220,268,31,61,383
225,267,32,61,383
230,270,33,61,383
235,271,29,61,384
240,269,31,62,382
245,270,29,61,383
250,271,34,62,384
255,271,30,62,384
260,272,33,62,383
265,271,32,61,383
270,274,31,62,384
275,273,31,62,383
280,271,29,62,383
285,272,31,62,383
290,274,33,62,384
295,274,35,64,384
300,275,31,63,382
305,274,31,63,383
310,278,34,63,384
315,275,30,63,384
320,274,33,64,383
325,277,31,64,384
330,277,31,64,384
335,277,34,64,384
340,276,32,64,383
345,277,30,64,384
350,280,34,65,384
355,277,32,65,383
360,279,31,64,383
365,278,34,64,384
370,281,31,64,384
375,276,35,64,383
380,279,31,65,383
385,279,31,64,384
390,280,29,64,384
395,281,32,64,384
400,280,34,64,383
405,279,32,63,383
410,279,31,63,384
415,280,30,64,383
420,281,31,63,383
425,280,31,64,384
430,281,29,69,382
435,283,28,72,383
440,283,29,74,384
445,283,28,73,384
450,279,28,70,384
455,275,30,68,384
460,272,29,66,384
465,269,29,63,384
470,265,30,60,385
475,261,29,57,384
480,259,30,56,385
485,256,28,54,384
490,254,31,52,383
495,249,31,51,383
500,247,33,49,383
505,245,31,49,383
510,244,33,48,383
515,242,27,47,384
520,239,27,46,384
525,240,26,45,383
530,237,26,45,383
535,236,25,44,384
540,233,24,43,384
545,233,25,43,383
550,234,25,43,382
555,231,25,42,383
560,229,27,42,383
565,228,32,41,382
570,227,30,41,383
575,227,28,40,384
580,228,30,40,383
585,226,30,40,384
590,226,30,40,384
595,225,32,39,384
600,223,30,39,382
