0,273,55,315,388
5,276,56,319,390
10,279,56,320,390
15,279,56,323,389
20,280,55,324,389
25,282,55,326,389
30,284,56,327,389
35,286,55,329,389
40,286,56,330,388
45,287,58,332,387
50,289,57,333,388
55,291,54,335,389
60,294,56,338,389
65,376,55,559,389
70,613,55,778,389
75,740,56,825,390
80,819,56,843,390
85,869,56,857,390
90,898,53,866,390
95,909,54,868,389
100,919,56,872,389
105,923,55,873,388
110,927,57,876,388
115,928,57,878,387
120,929,58,879,387
125,931,57,882,388
130,937,58,888,390
135,939,59,890,390
140,938,59,891,389
145,934,59,886,389
150,933,61,887,389
155,936,62,890,390
160,936,60,890,389
165,930,61,887,389
170,929,60,884,388
175,925,60,882,388
180,928,62,885,387
185,928,63,886,388
190,927,62,886,388
195,926,62,883,388
200,928,64,888,389
205,931,63,889,390
210,931,62,890,390
215,932,63,891,390
220,933,64,891,390
225,932,66,890,390
230,927,68,888,390
235,929,69,890,389
240,930,66,890,390
245,926,66,886,388
250,920,66,882,388
255,924,68,886,389
260,929,72,890,390
265,928,73,890,390
270,930,68,890,390
275,924,65,885,388
280,922,67,884,388
285,927,65,889,390
290,928,65,891,389
295,927,65,890,390
300,927,65,888,389
305,922,66,884,388
310,920,68,882,388
315,922,68,885,389
320,927,67,890,390
325,924,66,888,390
330,925,65,889,389
335,926,66,888,391
340,920,66,883,388
345,922,66,884,388
350,926,68,890,390
355,922,69,887,389
360,924,71,888,389
365,924,70,886,389
370,918,70,884,388
375,916,71,882,388
380,925,70,890,390
385,922,71,887,389
390,921,72,885,389
395,921,72,886,389
400,921,73,884,390
405,920,74,885,389
410,922,70,887,389
415,920,72,885,388
420,917,68,882,388
425,923,73,882,387
430,925,70,885,388
435,926,74,887,390
440,920,70,885,390
445,913,72,882,390
450,896,72,870,388
455,880,70,864,387
460,863,70,859,389
465,844,67,852,390
470,818,71,842,389
475,790,69,831,389
480,752,70,811,388
485,718,71,802,388
490,680,71,788,390
495,636,67,768,389
500,591,71,744,389
505,542,70,712,388
510,502,67,682,388
515,462,64,647,389
520,430,66,613,390
525,398,72,571,389
530,368,70,527,390
535,344,67,484,389
540,322,70,439,388
545,305,71,400,388
550,289,76,364,388
555,278,71,336,390
560,268,70,306,390
565,257,69,283,390
570,250,70,264,389
575,243,70,248,389
580,237,72,235,390
585,232,70,223,389
590,228,70,214,389
595,225,71,207,389
600,221,73,200,388
