0,438,228,404,387
5,440,228,407,386
10,440,228,407,387
15,441,227,409,387
20,441,227,410,387
25,443,225,413,387
30,444,225,414,387
35,444,226,415,387
40,444,225,416,387
45,446,223,419,387
50,448,223,421,387
55,447,224,421,387
60,448,223,423,387
65,454,222,434,387
70,628,222,740,387
75,766,222,825,387
80,837,221,855,387
85,872,221,865,387
90,894,220,872,387
95,913,220,881,387
100,921,219,884,387
105,926,220,885,387
110,932,219,889,386
115,930,220,885,386
120,930,219,886,385
125,927,219,884,385
130,931,219,887,385
135,932,220,888,386
140,928,221,886,385
145,931,220,890,385
150,934,222,893,386
155,937,224,897,387
160,934,223,894,387
165,933,225,893,387
170,933,225,894,387
175,933,225,894,387
180,932,226,894,387
185,932,227,893,387
190,933,228,895,388
195,929,229,891,387
200,931,229,894,387
205,929,230,892,387
210,928,231,892,387
215,931,231,894,387
220,927,232,891,387
225,929,2,893,387
230,930,8,893,387
235,929,6,894,387
240,927,8,891,387
245,924,8,890,388
250,927,22,892,388
255,927,23,893,387
260,924,20,890,387
265,923,19,890,388
270,925,17,890,387
275,921,16,888,387
280,923,17,890,386
285,921,17,888,386
290,922,15,889,386
295,919,22,887,385
300,914,18,884,385
305,917,17,885,385
310,918,17,888,386
315,923,26,891,387
320,920,18,888,387
325,923,17,891,387
330,915,17,885,386
335,911,18,881,385
340,914,16,884,385
345,918,18,887,387
350,919,24,888,388
355,918,16,890,387
360,920,17,889,388
365,918,24,888,387
370,912,22,884,386
375,911,28,881,385
380,912,29,883,385
385,911,24,883,385
390,912,25,884,385
395,913,31,885,387
400,917,22,890,387
405,915,29,887,387
410,915,20,887,387
415,908,22,879,385
420,908,262,881,385
425,920,264,888,387
430,924,265,890,388
435,922,265,889,387
440,911,265,882,386
445,901,264,876,385
450,889,264,872,386
455,879,266,871,387
460,864,265,864,387
465,840,266,854,388
470,813,266,843,388
475,774,265,821,385
480,739,265,806,384
485,703,265,789,385
490,664,266,768,386
495,630,267,749,387
500,587,267,718,388
505,553,267,690,387
510,519,268,655,388
515,488,266,618,387
520,461,266,580,385
525,437,265,540,385
530,418,265,503,385
535,402,266,465,387
540,388,265,431,387
545,375,266,396,388
550,364,263,365,386
555,353,263,335,385
560,346,263,312,386
565,342,264,293,387
570,333,264,275,387
575,328,264,259,387
580,321,262,246,386
585,317,261,235,385
590,313,261,224,385
595,312,261,218,385
600,311,261,211,387
