xm,ym,zm
500,408,349
505,392,309
510,374,272
515,358,238
520,345,210
525,336,186
530,326,165
535,318,149
540,310,134
545,302,123
550,295,113
555,290,105
560,287,100
565,281,95
570,278,90
575,272,85
580,270,83
585,267,80
590,264,78
595,262,76
600,260,74
