0,303,5,40,382
5,304,7,40,382
10,304,5,41,382
15,305,6,40,383
20,306,3,40,383
25,307,7,42,383
30,309,8,41,383
35,308,6,41,383
40,309,6,42,383
45,308,8,42,383
50,310,8,42,382
55,309,8,42,381
60,309,5,41,382
65,309,5,43,383
70,509,7,637,382
75,756,7,806,382
80,865,6,857,382
85,904,8,876,382
90,922,6,885,383
95,930,4,888,384
100,935,3,890,384
105,936,5,889,383
110,934,5,889,382
115,933,4,887,381
120,935,3,891,383
125,937,7,894,383
130,934,7,891,384
135,930,6,889,382
140,931,4,890,382
145,933,6,893,384
150,932,5,896,383
155,931,6,893,383
160,927,5,890,383
165,926,5,891,382
170,928,3,892,383
175,932,7,896,384
180,933,7,897,384
185,929,7,894,384
190,930,7,894,383
195,926,7,891,382
200,924,3,890,383
205,929,6,896,384
210,929,7,896,383
215,929,4,896,384
220,925,6,894,383
225,922,7,891,382
230,924,4,894,383
235,928,6,896,383
240,925,8,894,384
245,926,7,896,383
250,927,10,896,383
255,925,0,894,381
260,922,0,892,383
265,924,1,895,384
270,927,2,897,384
275,926,1,897,383
280,924,0,895,384
285,922,1,893,381
290,921,1,894,382
295,923,1,896,383
300,924,0,895,384
305,926,2,898,384
310,924,3,896,383
315,925,3,897,383
320,923,2,896,383
325,917,1,890,382
330,918,4,891,382
335,921,1,894,383
340,919,3,894,383
345,923,3,897,383
350,924,2,898,383
355,921,3,895,384
360,923,3,897,383
365,919,4,894,382
370,915,3,890,382
375,918,3,893,383
380,919,2,895,384
385,918,4,894,383
390,919,5,893,383
395,916,6,893,383
400,917,8,893,381
405,917,6,893,382
410,921,6,898,384
415,921,7,896,383
420,917,5,893,384
425,916,11,891,382
430,913,7,889,382
435,905,12,889,382
440,891,11,884,383
445,872,66,880,384
450,840,72,867,383
455,802,68,853,383
460,756,69,834,382
465,708,40,816,382
470,658,18,792,383
475,610,17,767,383
480,563,29,733,384
485,521,19,694,384
490,487,22,652,383
495,456,19,605,384
500,429,23,552,384
505,408,24,500,383
510,392,26,452,384
515,376,28,405,383
520,362,23,362,383
525,351,30,326,383
530,343,28,293,383
535,336,31,268,382
540,329,30,246,382
545,322,17,225,382
550,319,14,211,382
555,314,20,198,382
560,312,18,188,382
565,307,24,177,382
570,305,24,170,382
575,303,22,162,382
580,300,20,156,383
585,299,25,150,382
590,296,26,145,382
595,295,23,143,382
600,294,23,139,382
