0,332,81,220,382
5,335,66,225,382
10,339,68,230,384
15,343,67,236,383
20,345,68,240,383
25,349,65,246,383
30,353,68,250,383
35,352,65,255,382
40,355,66,259,382
45,358,72,264,383
50,362,70,269,383
55,364,68,273,383
60,367,70,279,383
65,370,70,291,381
70,659,71,742,382
75,767,70,823,383
80,825,71,855,383
85,858,73,866,384
90,877,74,868,383
95,888,73,869,382
100,898,74,872,382
105,904,75,875,382
110,909,75,878,383
115,914,77,882,384
120,911,75,879,383
125,911,74,880,383
130,910,76,879,383
135,911,77,880,382
140,908,76,879,382
145,906,80,877,381
150,905,79,878,382
155,906,81,880,382
160,905,78,879,382
165,906,80,879,382
170,908,80,882,382
175,909,81,884,383
180,910,79,883,384
185,907,80,882,383
190,905,75,880,383
195,905,74,881,384
200,907,74,883,383
205,905,77,882,384
210,907,77,885,383
215,908,73,884,383
220,905,74,881,384
225,904,73,881,384
230,907,73,884,384
235,903,71,881,383
240,903,73,883,384
245,903,74,882,383
250,903,71,881,384
255,905,72,884,383
260,901,70,881,384
265,904,72,884,383
270,903,64,882,384
275,905,68,883,384
280,902,72,882,383
285,901,79,880,383
290,902,76,883,383
295,902,82,881,382
300,897,84,879,383
305,898,84,878,383
310,900,85,881,382
315,897,87,878,383
320,897,87,878,383
325,900,89,881,383
330,900,88,881,383
335,897,90,879,383
340,898,90,879,382
345,897,93,879,382
350,900,89,880,383
355,896,94,878,382
360,900,93,881,383
365,897,90,879,383
370,900,93,882,383
375,897,91,878,383
380,900,89,882,383
385,900,88,883,384
390,900,91,883,384
395,899,90,882,384
400,897,87,881,383
405,896,92,881,383
410,896,92,880,383
415,899,95,882,383
420,898,88,882,384
425,897,91,878,383
430,910,89,883,382
435,904,92,883,382
440,899,94,881,381
445,885,92,875,383
450,875,92,873,383
455,860,89,867,383
460,839,86,857,384
465,818,90,847,384
470,795,90,839,383
475,766,93,823,383
480,737,90,809,381
485,704,90,791,381
490,674,91,776,383
495,645,91,759,383
500,614,95,735,383
505,586,93,714,383
510,557,94,686,381
515,532,92,662,382
520,510,92,635,384
525,489,90,606,383
530,469,95,577,383
535,453,92,548,382
540,435,92,516,383
545,422,92,488,382
550,408,93,459,382
555,399,93,432,383
560,387,95,405,383
565,375,92,378,384
570,366,93,353,383
575,358,96,330,383
580,349,95,308,384
585,343,94,289,383
590,335,95,271,382
595,330,91,255,381
600,326,95,242,382
