0,306,29,0,0
5,307,27,128,382
10,313,23,132,384
15,315,23,135,384
20,317,36,138,383
25,320,39,142,382
30,323,34,144,383
35,328,34,149,383
40,328,35,151,383
45,330,35,154,382
50,333,33,158,382
55,337,34,161,383
60,339,35,163,383
65,341,32,167,384
70,745,32,669,383
75,892,36,828,382
80,917,30,860,382
85,924,33,876,383
90,923,34,880,384
95,923,40,880,384
100,919,37,879,383
105,915,40,875,382
110,913,41,878,382
115,916,33,878,382
120,916,35,880,384
125,916,33,881,383
130,914,41,881,384
135,912,34,880,383
140,912,42,880,383
145,912,37,880,383
150,910,36,880,383
155,910,39,879,382
160,907,38,878,382
165,909,38,881,382
170,905,41,878,382
175,908,42,879,382
180,907,36,880,383
185,910,37,883,383
190,911,40,883,383
195,909,38,884,383
200,911,40,884,383
205,908,39,883,383
210,908,41,882,383
215,906,39,882,382
220,905,49,880,382
225,904,49,880,383
230,905,44,881,383
235,908,43,886,384
240,908,44,885,384
245,905,44,882,383
250,905,44,883,383
255,905,40,882,383
260,903,43,881,382
265,904,52,880,383
270,902,52,883,382
275,903,44,882,382
280,905,40,882,383
285,907,44,885,384
290,904,44,882,383
295,901,48,879,383
300,903,43,881,382
305,902,41,882,383
310,904,45,882,383
315,903,50,882,383
320,901,58,880,382
325,898,50,878,381
330,899,44,879,383
335,901,46,882,384
340,903,52,883,383
345,903,51,886,384
350,901,49,882,383
355,903,50,884,383
360,900,51,880,384
365,897,56,878,383
370,898,59,879,382
375,899,59,882,382
380,901,58,881,382
385,899,65,880,383
390,902,62,884,384
395,902,61,883,384
400,898,65,881,383
405,899,63,881,383
410,898,65,881,383
415,896,66,878,382
420,897,69,879,383
425,901,65,882,383
430,895,64,882,384
435,877,70,874,383
440,858,67,868,384
445,826,69,853,383
450,788,67,841,382
455,746,69,820,382
460,698,67,801,382
465,653,71,777,383
470,605,65,749,384
475,565,66,717,383
480,525,65,677,383
485,490,62,634,382
490,464,67,595,382
495,443,65,552,383
500,423,72,508,383
505,408,70,468,383
510,393,64,432,382
515,383,68,400,382
520,374,66,373,383
525,367,65,352,384
530,363,64,336,383
535,356,61,320,382
540,353,63,310,381
545,353,63,304,383
550,350,64,298,383
555,350,64,294,383
560,347,66,289,383
565,349,62,288,384
570,347,66,285,383
575,345,63,284,382
580,347,64,284,382
585,347,65,286,383
590,350,61,288,383
595,352,57,288,383
600,350,58,290,384
