xm,ym,zm
500,401,339
505,382,297
510,368,259
515,353,225
520,340,196
525,329,172
530,317,151
535,310,136
540,304,123
545,297,114
550,292,106
555,287,101
560,282,95
565,276,91
570,275,89
575,271,86
580,268,83
585,266,81
590,264,79
595,261,78
600,260,77
