xm,ym,zm
500,537,486
505,507,440
510,482,395
515,460,351
520,436,303
525,415,259
530,396,218
535,378,185
540,367,158
545,355,134
550,344,115
555,335,101
560,327,90
565,318,80
570,312,73
575,308,67
580,303,62
585,300,59
590,296,55
595,293,52
600,290,50
