0,22,54,147,390
0,229,53,147,389
5,232,56,149,389
10,232,55,148,389
15,234,46,150,390
20,236,48,150,390
25,236,49,151,389
30,239,50,152,389
35,238,51,152,388
40,240,52,154,387
45,242,50,155,387
50,244,51,156,387
55,245,50,157,388
60,247,53,160,388
65,409,50,576,390
70,595,51,745,389
75,682,53,785,389
80,760,51,808,389
85,815,53,821,390
90,848,48,831,389
95,871,52,843,389
100,887,46,849,389
105,892,52,850,387
110,893,53,850,388
115,899,54,853,388
120,901,50,855,387
125,905,54,859,388
130,907,47,862,389
135,911,47,865,390
140,909,48,863,389
145,906,50,863,389
150,908,48,864,389
155,907,47,863,389
160,906,48,863,390
165,906,47,864,390
170,905,48,863,390
175,905,49,864,389
180,906,50,864,390
185,905,49,865,389
190,901,49,863,389
195,900,51,862,389
200,901,49,863,389
205,903,52,864,390
210,900,52,863,390
215,901,55,863,389
220,901,55,862,389
225,896,48,858,388
230,895,48,858,388
235,896,48,859,387
240,893,49,856,387
245,893,49,858,388
250,894,49,858,387
255,894,50,859,388
260,892,50,857,388
265,894,52,861,388
270,895,51,862,389
275,897,53,864,390
280,900,53,864,390
285,896,54,861,389
290,895,29,861,390
295,895,25,862,389
300,895,19,861,389
305,897,22,865,389
310,892,23,859,388
315,891,28,859,388
320,892,29,858,388
325,894,18,861,390
330,896,48,863,389
335,896,44,864,390
340,896,20,864,390
345,897,25,865,390
350,892,43,858,388
355,887,14,855,388
360,890,32,859,388
365,890,52,857,388
370,889,16,856,387
375,887,21,855,388
380,889,47,857,388
385,892,39,861,389
390,891,16,861,389
395,892,43,860,389
400,892,38,861,390
405,893,25,861,390
410,888,25,857,388
415,888,35,858,387
420,886,23,856,388
425,908,34,868,389
430,908,35,865,390
435,903,21,864,390
440,896,34,863,389
445,881,35,855,390
450,866,31,852,389
455,841,23,840,390
460,810,28,828,388
465,774,36,813,387
470,736,27,797,387
475,694,23,779,388
480,655,30,764,389
485,613,57,742,389
490,566,57,712,389
495,524,28,684,389
500,482,52,650,389
505,443,48,612,387
510,409,58,573,388
515,380,27,533,389
520,354,33,491,389
525,329,30,446,389
530,309,27,404,388
535,290,57,364,387
540,274,57,328,388
545,264,60,300,390
550,252,56,273,389
555,244,55,251,389
560,234,57,232,390
565,227,58,215,388
570,222,53,202,388
575,216,54,192,388
580,212,57,183,388
585,207,61,176,390
590,205,62,170,389
595,203,58,165,390
600,200,62,159,389
