-1 1:280 2:766 3:730
-1 1:285 2:768 3:732
-1 1:290 2:766 3:729
-1 1:295 2:761 3:725
-1 1:300 2:763 3:728
-1 1:305 2:768 3:732
-1 1:310 2:768 3:732
-1 1:315 2:767 3:731
-1 1:320 2:766 3:730
-1 1:325 2:764 3:728
-1 1:330 2:761 3:726
-1 1:335 2:760 3:726
-1 1:340 2:767 3:731
-1 1:345 2:765 3:729
-1 1:350 2:764 3:728
-1 1:355 2:763 3:728
-1 1:360 2:762 3:727
-1 1:365 2:760 3:725
-1 1:370 2:763 3:729
-1 1:375 2:762 3:728
-1 1:380 2:762 3:728
-1 1:385 2:761 3:727
-1 1:390 2:761 3:727
-1 1:395 2:759 3:725
-1 1:400 2:758 3:724
-1 1:150 2:645 3:591
-1 1:155 2:644 3:593
-1 1:160 2:643 3:592
-1 1:165 2:644 3:593
-1 1:170 2:643 3:594
-1 1:175 2:643 3:593
-1 1:180 2:646 3:596
-1 1:185 2:644 3:595
-1 1:190 2:644 3:596
-1 1:195 2:646 3:598
-1 1:200 2:646 3:598
-1 1:205 2:648 3:601
-1 1:210 2:648 3:601
-1 1:215 2:650 3:603
-1 1:220 2:650 3:603
-1 1:225 2:647 3:602
-1 1:230 2:648 3:601
-1 1:235 2:645 3:599
-1 1:240 2:645 3:599
-1 1:245 2:644 3:598
-1 1:250 2:645 3:600
-1 1:255 2:644 3:599
-1 1:260 2:645 3:602
-1 1:265 2:648 3:603
-1 1:270 2:648 3:605
-1 1:275 2:648 3:604
-1 1:280 2:647 3:602
-1 1:285 2:647 3:603
-1 1:290 2:647 3:604
-1 1:295 2:647 3:602
-1 1:300 2:642 3:599
-1 1:305 2:644 3:600
-1 1:310 2:644 3:600
-1 1:315 2:644 3:602
-1 1:320 2:648 3:604
-1 1:325 2:648 3:604
-1 1:330 2:648 3:605
-1 1:335 2:646 3:604
-1 1:340 2:644 3:602
-1 1:345 2:648 3:604
-1 1:350 2:645 3:602
-1 1:355 2:641 3:599
-1 1:360 2:642 3:601
-1 1:365 2:644 3:602
-1 1:370 2:645 3:603
-1 1:375 2:645 3:603
-1 1:380 2:644 3:602
-1 1:385 2:646 3:604
-1 1:390 2:643 3:603
-1 1:395 2:641 3:599
-1 1:400 2:642 3:601
-1 1:150 2:645 3:591
-1 1:155 2:644 3:593
-1 1:160 2:643 3:592
-1 1:165 2:644 3:593
-1 1:170 2:643 3:594
-1 1:175 2:643 3:593
-1 1:180 2:646 3:596
-1 1:185 2:644 3:595
-1 1:190 2:644 3:596
-1 1:195 2:646 3:598
-1 1:200 2:646 3:598
-1 1:205 2:648 3:601
-1 1:210 2:648 3:601
-1 1:215 2:650 3:603
-1 1:220 2:650 3:603
-1 1:225 2:647 3:602
-1 1:230 2:648 3:601
-1 1:235 2:645 3:599
-1 1:240 2:645 3:599
-1 1:245 2:644 3:598
-1 1:250 2:645 3:600
-1 1:255 2:644 3:599
-1 1:260 2:645 3:602
-1 1:265 2:648 3:603
-1 1:270 2:648 3:605
-1 1:275 2:648 3:604
-1 1:280 2:647 3:602
-1 1:285 2:647 3:603
-1 1:290 2:647 3:604
-1 1:295 2:647 3:602
-1 1:300 2:642 3:599
-1 1:305 2:644 3:600
-1 1:310 2:644 3:600
-1 1:315 2:644 3:602
-1 1:320 2:648 3:604
-1 1:325 2:648 3:604
-1 1:330 2:648 3:605
-1 1:335 2:646 3:604
-1 1:340 2:644 3:602
-1 1:345 2:648 3:604
-1 1:350 2:645 3:602
-1 1:355 2:641 3:599
-1 1:360 2:642 3:601
-1 1:365 2:644 3:602
-1 1:370 2:645 3:603
-1 1:375 2:645 3:603
-1 1:380 2:644 3:602
-1 1:385 2:646 3:604
-1 1:390 2:643 3:603
-1 1:395 2:641 3:599
-1 1:400 2:642 3:601
-1 1:150 2:425 3:386
-1 1:155 2:429 3:390
-1 1:160 2:430 3:393
-1 1:165 2:431 3:394
-1 1:170 2:432 3:396
-1 1:175 2:432 3:398
-1 1:180 2:434 3:401
-1 1:185 2:436 3:403
-1 1:190 2:437 3:404
-1 1:195 2:436 3:407
-1 1:200 2:439 3:408
-1 1:205 2:440 3:410
-1 1:210 2:443 3:414
-1 1:215 2:442 3:414
-1 1:220 2:442 3:416
-1 1:225 2:445 3:419
-1 1:230 2:447 3:423
-1 1:235 2:449 3:424
-1 1:240 2:452 3:427
-1 1:245 2:451 3:429
-1 1:250 2:454 3:432
-1 1:255 2:455 3:432
-1 1:260 2:455 3:435
-1 1:265 2:456 3:435
-1 1:270 2:455 3:435
-1 1:275 2:457 3:438
-1 1:280 2:458 3:440
-1 1:285 2:459 3:441
-1 1:290 2:460 3:443
-1 1:295 2:461 3:444
-1 1:300 2:461 3:447
-1 1:305 2:465 3:450
-1 1:310 2:467 3:452
-1 1:315 2:466 3:452
-1 1:320 2:468 3:454
-1 1:325 2:468 3:456
-1 1:330 2:467 3:455
-1 1:335 2:468 3:456
-1 1:340 2:471 3:459
-1 1:345 2:471 3:459
-1 1:350 2:472 3:461
-1 1:355 2:473 3:463
-1 1:360 2:475 3:465
-1 1:365 2:477 3:469
-1 1:370 2:477 3:468
-1 1:375 2:478 3:470
-1 1:380 2:480 3:472
-1 1:385 2:479 3:472
-1 1:390 2:481 3:474
-1 1:395 2:479 3:474
-1 1:400 2:480 3:474
-1 1:150 2:665 3:699
-1 1:155 2:664 3:698
-1 1:160 2:665 3:699
-1 1:165 2:666 3:700
-1 1:170 2:666 3:698
-1 1:175 2:668 3:700
-1 1:180 2:665 3:698
-1 1:185 2:665 3:697
-1 1:190 2:667 3:699
-1 1:195 2:663 3:696
-1 1:200 2:664 3:699
-1 1:205 2:664 3:695
-1 1:210 2:666 3:698
-1 1:215 2:666 3:699
-1 1:220 2:670 3:702
-1 1:225 2:668 3:701
-1 1:230 2:668 3:701
-1 1:235 2:666 3:699
-1 1:240 2:666 3:699
-1 1:245 2:669 3:701
-1 1:250 2:668 3:700
-1 1:255 2:669 3:701
-1 1:260 2:668 3:700
-1 1:265 2:666 3:697
-1 1:270 2:670 3:702
-1 1:275 2:668 3:699
-1 1:280 2:669 3:700
-1 1:285 2:666 3:697
-1 1:290 2:668 3:699
-1 1:295 2:670 3:701
-1 1:300 2:670 3:702
-1 1:305 2:669 3:701
-1 1:310 2:668 3:698
-1 1:315 2:669 3:700
-1 1:320 2:670 3:701
-1 1:325 2:672 3:703
-1 1:330 2:671 3:702
-1 1:335 2:671 3:701
-1 1:340 2:669 3:700
-1 1:345 2:667 3:698
-1 1:350 2:668 3:698
-1 1:355 2:666 3:697
-1 1:360 2:670 3:700
-1 1:365 2:670 3:701
-1 1:370 2:670 3:702
-1 1:375 2:671 3:701
-1 1:380 2:672 3:702
-1 1:385 2:669 3:699
-1 1:390 2:668 3:698
-1 1:395 2:668 3:698
-1 1:400 2:672 3:703
-1 1:150 2:772 3:780
-1 1:155 2:776 3:783
-1 1:160 2:777 3:785
-1 1:165 2:775 3:783
-1 1:170 2:775 3:783
-1 1:175 2:774 3:783
-1 1:180 2:771 3:780
-1 1:185 2:772 3:783
-1 1:190 2:776 3:785
-1 1:195 2:774 3:783
-1 1:200 2:777 3:785
-1 1:205 2:772 3:782
-1 1:210 2:771 3:781
-1 1:215 2:774 3:783
-1 1:220 2:773 3:784
-1 1:225 2:773 3:783
-1 1:230 2:776 3:786
-1 1:235 2:769 3:780
-1 1:240 2:773 3:783
-1 1:245 2:772 3:783
-1 1:250 2:773 3:783
-1 1:255 2:774 3:783
-1 1:260 2:772 3:783
-1 1:265 2:769 3:779
-1 1:270 2:770 3:781
-1 1:275 2:772 3:784
-1 1:280 2:775 3:786
-1 1:285 2:775 3:786
-1 1:290 2:772 3:783
-1 1:295 2:773 3:784
-1 1:300 2:770 3:781
-1 1:305 2:768 3:780
-1 1:310 2:772 3:784
-1 1:315 2:773 3:786
-1 1:320 2:774 3:786
-1 1:325 2:773 3:785
-1 1:330 2:773 3:782
-1 1:335 2:771 3:782
-1 1:340 2:768 3:780
-1 1:345 2:767 3:778
-1 1:350 2:768 3:780
-1 1:355 2:772 3:783
-1 1:360 2:772 3:783
-1 1:365 2:772 3:784
-1 1:370 2:770 3:782
-1 1:375 2:770 3:782
-1 1:380 2:773 3:785
-1 1:385 2:768 3:778
-1 1:390 2:769 3:781
-1 1:395 2:769 3:780
-1 1:400 2:769 3:782
-1 1:150 2:791 3:791
-1 1:155 2:791 3:792
-1 1:160 2:790 3:792
-1 1:165 2:789 3:789
-1 1:170 2:789 3:789
-1 1:175 2:791 3:794
-1 1:180 2:793 3:794
-1 1:185 2:791 3:794
-1 1:190 2:793 3:796
-1 1:195 2:791 3:794
-1 1:200 2:789 3:791
-1 1:205 2:787 3:790
-1 1:210 2:789 3:792
-1 1:215 2:790 3:794
-1 1:220 2:790 3:793
-1 1:225 2:792 3:795
-1 1:230 2:790 3:793
-1 1:235 2:792 3:795
-1 1:240 2:786 3:790
-1 1:245 2:786 3:789
-1 1:250 2:789 3:794
-1 1:255 2:789 3:793
-1 1:260 2:790 3:793
-1 1:265 2:786 3:790
-1 1:270 2:786 3:790
-1 1:275 2:787 3:791
-1 1:280 2:788 3:794
-1 1:285 2:789 3:794
-1 1:290 2:787 3:790
-1 1:295 2:786 3:791
-1 1:300 2:788 3:793
-1 1:305 2:790 3:795
-1 1:310 2:790 3:795
-1 1:315 2:787 3:791
-1 1:320 2:786 3:791
-1 1:325 2:785 3:791
-1 1:330 2:787 3:793
-1 1:335 2:788 3:794
-1 1:340 2:789 3:794
-1 1:345 2:787 3:792
-1 1:350 2:785 3:790
-1 1:355 2:783 3:789
-1 1:360 2:784 3:788
-1 1:365 2:785 3:790
-1 1:370 2:785 3:791
-1 1:375 2:787 3:793
-1 1:380 2:786 3:792
-1 1:385 2:785 3:792
-1 1:390 2:785 3:791
-1 1:395 2:787 3:793
-1 1:400 2:784 3:790
-1 1:150 2:859 3:836
-1 1:155 2:861 3:838
-1 1:160 2:860 3:837
-1 1:165 2:858 3:836
-1 1:170 2:860 3:838
-1 1:175 2:860 3:836
-1 1:180 2:860 3:838
-1 1:185 2:861 3:840
-1 1:190 2:864 3:842
-1 1:195 2:861 3:840
-1 1:200 2:862 3:841
-1 1:205 2:864 3:842
-1 1:210 2:861 3:841
-1 1:215 2:863 3:842
-1 1:220 2:862 3:842
-1 1:225 2:859 3:839
-1 1:230 2:858 3:839
-1 1:235 2:859 3:839
-1 1:240 2:859 3:839
-1 1:245 2:855 3:836
-1 1:250 2:857 3:839
-1 1:255 2:854 3:836
-1 1:260 2:857 3:838
-1 1:265 2:853 3:835
-1 1:270 2:854 3:835
-1 1:275 2:854 3:835
-1 1:280 2:854 3:837
-1 1:285 2:854 3:836
-1 1:290 2:857 3:840
-1 1:295 2:857 3:838
-1 1:300 2:856 3:839
-1 1:305 2:856 3:839
-1 1:310 2:858 3:842
-1 1:315 2:856 3:839
-1 1:320 2:858 3:842
-1 1:325 2:857 3:839
-1 1:330 2:858 3:842
-1 1:335 2:856 3:840
-1 1:340 2:857 3:841
-1 1:345 2:854 3:838
-1 1:350 2:855 3:840
-1 1:355 2:857 3:841
-1 1:360 2:858 3:841
-1 1:365 2:857 3:842
-1 1:370 2:856 3:839
-1 1:375 2:854 3:838
-1 1:380 2:854 3:837
-1 1:385 2:854 3:838
-1 1:390 2:852 3:839
-1 1:395 2:852 3:836
-1 1:400 2:850 3:835
